,Date,HighTemp,AvgTemp,LowTemp,HightDpt,AvgDpt,LowDpt,AvgHum,AvgWind,TotalPrecip,HighPres,AvgPres,LowPres,WindDir,WindSpeed,Visibility
0,2018-04-17,84,69,54,62,58,54,71,13,0,29,29,29,180,15,10
1,2018-04-18,81,70,57,65,56,42,65,4,0,30,29,29,160,10,10
2,2018-04-19,76,64,53,43,39,35,42,7,0,30,30,30,30,12,10
3,2018-04-20,67,60,51,50,46,42,62,1,0,30,30,29,110,8,10
4,2018-04-21,71,65,59,69,62,52,92,2,0,29,29,29,,6,6
5,2018-04-22,76,62,53,58,50,47,67,5,0.24,30,29,29,350,11,10
6,2018-04-23,84,66,48,54,49,46,61,1,0,30,29,29,,4,10
7,2018-04-24,85,68,51,59,56,50,68,0,0,30,29,29,,3,10
8,2018-04-25,86,66,53,61,56,47,76,3,0,30,29,29,,8,9
9,2018-04-26,76,62,46,54,49,45,68,0,0.32,30,29,29,,4,10
10,2018-04-27,78,65,51,57,52,49,66,0,0,30,29,29,,4,10
11,2018-04-28,83,69,52,58,54,50,64,0,0,30,29,29,,5,10
12,2018-04-29,81,68,51,62,55,51,67,3,0,30,30,29,,7,9
13,2018-04-30,77,70,58,66,64,58,82,6,0,30,29,29,150,11,10
14,2018-05-01,81,74,70,72,69,66,84,5,0,29,29,29,150,13,10
15,2018-05-02,86,78,73,73,71,68,81,12,0,29,29,29,160,15,9
16,2018-05-03,85,79,75,73,71,69,76,6,0,29,29,29,160,13,9
17,2018-05-04,74,68,63,72,66,62,94,7,0.03,30,30,29,,11,6
18,2018-05-05,83,70,59,65,60,54,76,2,2.56,30,30,29,320,7,9
19,2018-05-06,87,72,55,61,56,53,64,1,0,30,30,29,,3,10
20,2018-05-07,90,72,53,62,58,53,67,0,0,30,30,29,,4,10
21,2018-05-08,88,76,63,61,58,51,56,5,0,30,29,29,210,10,10
22,2018-05-09,88,74,60,67,60,50,67,3,0,29,29,29,160,9,9
23,2018-05-10,88,71,60,67,63,57,79,3,0,29,29,29,160,10,7
24,2018-05-11,90,78,70,70,66,61,71,6,0,29,29,29,180,14,10
25,2018-05-12,92,80,71,70,68,64,70,4,0,29,29,29,180,12,9
26,2018-05-13,91,79,73,72,70,67,76,2,0,29,29,29,160,10,9
27,2018-05-14,90,80,73,72,70,65,73,2,0,29,29,29,160,9,10
28,2018-05-15,90,80,73,71,68,65,70,2,0,29,29,29,180,8,10
29,2018-05-16,95,81,67,69,66,63,64,0,0.01,29,29,29,,4,10
30,2018-05-17,96,82,65,66,63,62,56,1,0,29,29,29,,6,10
31,2018-05-18,95,80,72,70,67,64,69,4,0,29,29,29,190,11,10
32,2018-05-19,93,82,74,71,68,64,67,12,0,29,29,29,170,15,9
33,2018-05-20,85,75,70,72,70,68,85,4,0,29,29,29,140,10,10
34,2018-05-21,84,75,70,72,69,67,84,1,0.48,29,29,29,40,6,9
35,2018-05-22,88,76,67,72,69,65,80,1,0,29,29,29,,4,9
36,2018-05-23,88,75,66,73,69,65,84,1,0,29,29,29,,4,8
37,2018-05-24,91,77,69,73,70,68,82,0,0.15,30,29,29,,3,8
38,2018-05-25,95,81,72,73,71,68,75,0,0,29,29,29,,5,10
39,2018-05-26,96,84,72,72,70,66,65,1,0,29,29,29,160,7,10
40,2018-05-27,96,84,71,72,69,67,64,1,0,29,29,29,130,6,10
41,2018-05-28,95,84,69,72,69,65,62,0,0,29,29,29,,4,10
42,2018-05-29,95,83,69,71,68,65,65,1,0,29,29,29,,7,10
43,2018-05-30,96,82,71,72,70,67,69,8,0,29,29,29,160,11,10
44,2018-05-31,98,83,75,73,71,68,71,6,0,29,29,29,180,12,10
45,2018-06-01,98,84,75,74,71,68,68,4,0,29,29,29,180,11,9
46,2018-06-02,100,86,76,75,72,67,66,3,0,29,29,29,190,11,9
47,2018-06-03,99,86,76,74,73,70,68,0,0,29,29,29,,5,10
48,2018-06-04,91,80,74,73,70,66,73,3,0.11,30,29,29,260,8,9
49,2018-06-05,100,86,73,73,70,65,64,1,0,29,29,29,160,9,10
50,2018-06-06,99,86,76,74,71,66,65,1,0,29,29,29,160,10,10
51,2018-06-07,98,84,74,75,70,62,67,5,0,29,29,29,170,10,10
52,2018-06-08,96,83,71,75,70,64,69,1,0,30,29,29,150,7,10
53,2018-06-09,96,81,74,75,72,67,75,2,0,29,29,29,160,8,9
54,2018-06-10,98,85,76,75,71,64,68,8,0,29,29,29,180,12,9
55,2018-06-11,97,86,77,74,70,66,64,11,0,29,29,29,180,14,10
56,2018-06-12,98,85,77,75,70,62,66,4,0,29,29,29,170,13,10
57,2018-06-13,98,84,73,75,70,62,67,1,0,29,29,29,160,8,10
58,2018-06-14,97,81,69,73,70,64,71,4,0,29,29,29,,7,10
59,2018-06-15,96,81,71,73,71,68,74,3,0,29,29,29,190,8,10
60,2018-06-16,94,82,71,76,72,67,74,2,0,29,29,29,150,9,10
61,2018-06-17,93,81,70,74,71,68,75,1,0.02,29,29,29,,5,10
62,2018-06-18,94,80,75,75,73,70,81,3,0.03,29,29,29,160,9,9
63,2018-06-19,80,76,74,75,74,72,93,0,0.04,29,29,29,100,8,8
64,2018-06-20,82,78,75,75,74,73,88,1,0.19,29,29,29,100,6,10
65,2018-06-21,93,81,74,75,73,70,80,0,0.22,29,29,29,,4,7
66,2018-06-22,98,85,76,77,74,71,71,5,0,29,29,29,200,10,9
67,2018-06-23,98,85,75,75,73,70,69,10,0,29,29,29,160,14,10
68,2018-06-24,98,86,77,75,72,68,66,13,0,29,29,29,180,15,10
69,2018-06-25,94,84,77,76,72,68,71,6,0,29,29,29,180,13,10
70,2018-06-26,97,85,77,76,72,65,70,5,0.01,29,29,29,160,11,10
71,2018-06-27,98,85,75,74,71,66,67,5,0,29,29,29,190,11,10
72,2018-06-28,98,84,74,74,72,66,70,5,0,29,29,29,190,11,10
73,2018-06-29,98,85,76,74,72,69,68,9,0,29,29,29,180,13,10
74,2018-06-30,99,86,77,75,71,65,66,12,0,29,29,29,160,14,8
75,2018-07-01,103,86,76,73,70,61,64,6,0,29,29,29,180,12,8
76,2018-07-02,100,86,74,74,69,63,61,4,0,29,29,29,200,9,9
77,2018-07-03,101,85,74,74,70,62,65,1,0,29,29,29,200,7,10
78,2018-07-04,98,79,72,75,73,68,84,2,0,29,29,29,,7,8
79,2018-07-05,93,80,71,72,70,65,75,2,0.63,30,30,29,70,7,10
80,2018-07-06,95,84,74,75,71,65,68,2,0.15,30,30,29,,7,10
81,2018-07-07,92,81,73,75,72,69,78,1,0.06,30,29,29,,6,10
82,2018-07-08,95,81,71,73,72,67,76,2,0,30,29,29,,6,10
83,2018-07-09,83,76,72,75,73,71,89,0,0,30,30,30,,4,9
84,2018-07-10,94,79,70,75,72,66,81,0,0.42,30,30,29,,4,8
85,2018-07-11,96,84,74,74,71,67,67,0,0,30,29,29,210,6,10
86,2018-07-12,96,85,74,74,69,64,63,1,0,30,29,29,200,8,10
87,2018-07-13,96,84,74,75,71,64,68,2,0,30,29,29,190,9,10
88,2018-07-14,97,85,75,75,71,66,69,5,0,30,29,29,180,10,10
89,2018-07-15,97,85,75,75,71,55,66,7,0,29,29,29,190,11,9
90,2018-07-16,98,85,75,75,70,58,66,4,0,29,29,29,200,10,8
91,2018-07-17,99,84,73,74,69,59,66,2,0,30,29,29,210,8,9
92,2018-07-18,101,87,74,76,69,57,62,1,0,29,29,29,200,10,9
93,2018-07-19,103,87,76,77,70,59,65,4,0,29,29,29,200,10,10
94,2018-07-20,103,87,75,75,69,58,62,3,0,29,29,29,190,9,9
95,2018-07-21,102,85,71,75,70,61,68,3,0,29,29,29,200,9,8
96,2018-07-22,104,89,75,76,68,56,57,5,0,29,29,29,200,8,9
97,2018-07-23,109,92,76,74,66,57,49,0,0,29,29,29,260,6,10
98,2018-07-24,101,91,81,75,70,65,52,6,0,29,29,29,160,8,10
99,2018-07-25,101,88,75,75,66,60,54,0,0,29,29,29,,4,10
100,2018-07-26,99,87,70,68,61,53,47,1,0,29,29,29,,4,10
101,2018-07-27,102,87,69,64,60,53,45,3,0,29,29,29,,7,10
